"['A63', '2023-01-24', '2023-01-24', '1941', 'Bank F', '', '', 'Scenklï¿½der', '', '', '309,5']","['A63', '2023-01-24', '2023-01-24', '2900', 'Fï¿½rutbetalda intï¿½kter / Upplupna kostnader', '', '', 'Scenklï¿½der', 'Se A1872 2022', '309,5', '']",582,83139,0741326839,Företagskonto,SEK,2023-01-24,2023-01-24,2023-01-24,Scenkläder,Överföring via internet,-309.50,67627.48
"['A64', '2023-01-24', '2023-01-24', '1941', 'Bank F', '', '', 'Scenklï¿½der', '', '', '1036']","['A64', '2023-01-24', '2023-01-24', '2900', 'Fï¿½rutbetalda intï¿½kter / Upplupna kostnader', '', '', 'Scenklï¿½der', 'Se A1873 2022', '1036', '']",591,83139,0741326839,Företagskonto,SEK,2023-01-24,2023-01-24,2023-01-24,Scenkläder,Överföring via internet,-1036.00,75272.42
"['A66', '2023-01-30', '2023-01-30', '1941', 'Bank F', '', '', 'SkiftesStuga', '', '', '7000']","['A66', '2023-01-30', '2023-01-30', '7693', 'Skifteskostnad', 'ADM2', '', 'SkiftesStuga', '', '7000', '']",569,83139,0741326839,Företagskonto,SEK,2023-01-30,2023-01-30,2023-01-30,SkiftesStuga,Bg-bet. via internet,-7000.00,46860.18
"['A67', '2023-02-01', '2023-02-01', '1941', 'Bank F', '', '', 'Dricka och snacks', '', '', '341']","['A67', '2023-02-01', '2023-02-01', '2900', 'Fï¿½rutbetalda intï¿½kter / Upplupna kostnader', '', '', 'Dricka och snacks', 'Se A1875 2022', '341', '']",555,83139,0741326839,Företagskonto,SEK,2023-02-01,2023-02-01,2023-02-01,Dricka och snack,Överföring via internet,-341.00,30747.15
"['A68', '2023-02-01', '2023-02-01', '1941', 'Bank F', '', '', 'Alkoholcaftack', '', '', '1104']","['A68', '2023-02-01', '2023-02-01', '2900', 'Fï¿½rutbetalda intï¿½kter / Upplupna kostnader', '', '', 'Alkoholcaftack', 'Se A1876 2022', '1104', '']",556,83139,0741326839,Företagskonto,SEK,2023-02-01,2023-02-01,2023-02-01,Alkoholcaftack,Överföring via internet,-1104.00,31088.15
"['A69', '2023-02-01', '2023-02-01', '1941', 'Bank F', '', '', 'AlkoholPryltack', '', '', '1272']","['A69', '2023-02-01', '2023-02-01', '2900', 'Fï¿½rutbetalda intï¿½kter / Upplupna kostnader', '', '', 'AlkoholPryltack', 'Se A1877 2022', '1272', '']",563,83139,0741326839,Företagskonto,SEK,2023-02-01,2023-02-01,2023-02-01,AlkoholPryltack,Överföring via internet,-1272.00,40654.69
"['A70', '2023-02-01', '2023-02-01', '1941', 'Bank F', '', '', 'alkfriPryTack', '', '', '250,59']","['A70', '2023-02-01', '2023-02-01', '2900', 'Fï¿½rutbetalda intï¿½kter / Upplupna kostnader', '', '', 'alkfriPryTack', 'Se A1878 2022', '250,59', '']",564,83139,0741326839,Företagskonto,SEK,2023-02-01,2023-02-01,2023-02-01,alkfriPryTack,Överföring via internet,-250.59,41926.69
"['A71', '2023-02-01', '2023-02-01', '1941', 'Bank F', '', '', 'sï¿½smat rep', '', '', '117,8']","['A71', '2023-02-01', '2023-02-01', '2900', 'Fï¿½rutbetalda intï¿½kter / Upplupna kostnader', '', '', 'sï¿½smat rep', 'Se A1879 2022', '117,8', '']",559,83139,0741326839,Företagskonto,SEK,2023-02-01,2023-02-01,2023-02-01,såsmat rep,Överföring via internet,-117.80,37784.24
"['A72', '2023-02-01', '2023-02-01', '1941', 'Bank F', '', '', 'sï¿½smat rep', '', '', '490,59']","['A72', '2023-02-01', '2023-02-01', '2900', 'Fï¿½rutbetalda intï¿½kter / Upplupna kostnader', '', '', 'sï¿½smat rep', 'Se A1880 2022', '490,59', '']",557,83139,0741326839,Företagskonto,SEK,2023-02-01,2023-02-01,2023-02-01,såsmat rep,Överföring via internet,-490.59,32192.15
"['A73', '2023-02-01', '2023-02-01', '1941', 'Bank F', '', '', 'Kostym Sï¿½S', '', '', '791,75']","['A73', '2023-02-01', '2023-02-01', '2900', 'Fï¿½rutbetalda intï¿½kter / Upplupna kostnader', '', '', 'Kostym Sï¿½S', 'Se A1881 2022', '791,75', '']",562,83139,0741326839,Företagskonto,SEK,2023-02-01,2023-02-01,2023-02-01,Kostym SåS,Överföring via internet,-791.75,39862.94
"['A74', '2023-02-01', '2023-02-01', '1941', 'Bank F', '', '', 'Kostym Sï¿½S', '', '', '175,9']","['A74', '2023-02-01', '2023-02-01', '2900', 'Fï¿½rutbetalda intï¿½kter / Upplupna kostnader', '', '', 'Kostym Sï¿½S', 'Se A1882 2022', '175,9', '']",553,83139,0741326839,Företagskonto,SEK,2023-02-01,2023-02-01,2023-02-01,Kostym SåS,Överföring via internet,-175.90,30030.75
"['A75', '2023-02-01', '2023-02-01', '1941', 'Bank F', '', '', 'AlkTackSex', '', '', '1877,6']","['A75', '2023-02-01', '2023-02-01', '2900', 'Fï¿½rutbetalda intï¿½kter / Upplupna kostnader', '', '', 'AlkTackSex', 'Se A1883 2022', '1877,6', '']",560,83139,0741326839,Företagskonto,SEK,2023-02-01,2023-02-01,2023-02-01,AlkTackSex,Överföring via internet,-1877.60,37902.04
"['A76', '2023-02-01', '2023-02-01', '1941', 'Bank F', '', '', 'SaftUmeï¿½VT22', '', '', '800']","['A76', '2023-02-01', '2023-02-01', '2900', 'Fï¿½rutbetalda intï¿½kter / Upplupna kostnader', '', '', 'SaftUmeï¿½VT22', 'Se A1884 2022', '800', '']",552,83139,0741326839,Företagskonto,SEK,2023-02-01,2023-02-01,2023-02-01,SaftUmeåVT22,Bg-bet. via internet,-800.00,29230.75
"['A77', '2023-02-01', '2023-02-01', '1941', 'Bank F', '', '', 'Vï¿½rdutbildning', '', '', '83,3']","['A77', '2023-02-01', '2023-02-01', '4210', 'Arrangemangskostnad', 'FNU2', '', 'Vï¿½rdutbildning', '', '83,3', '']",561,83139,0741326839,Företagskonto,SEK,2023-02-01,2023-02-01,2023-02-01,Värdutbildning,Överföring via internet,-83.30,39779.64
"['A78', '2023-02-01', '2023-02-01', '1941', 'Bank F', '', '', 'Ansvarspostutbildning Mat', '', '', '1947']","['A78', '2023-02-01', '2023-02-01', '4210', 'Arrangemangskostnad', 'ADM2', '', 'Ansvarspostutbildning Mat', '', '1947', '']",565,83139,0741326839,Företagskonto,SEK,2023-02-01,2023-02-01,2023-02-01,Ansvarspostutbil,Överföring via internet,-1947.00,42177.28
"['A79', '2023-02-01', '2023-04-29', '1941', 'Bank F', '', '', 'FaradFika', '', '', '540,5']","['A79', '2023-02-01', '2023-04-29', '4210', 'Arrangemangskostnad', 'FNU2', '', 'FaradFika', '', '540,5', '']",554,83139,0741326839,Företagskonto,SEK,2023-02-01,2023-02-01,2023-02-01,FaradFika,Överföring via internet,-540.50,30206.65
"['A80', '2023-02-01', '2023-02-01', '1941', 'Bank F', '', '', 'FaradTejp', '', '', '39,9']","['A80', '2023-02-01', '2023-02-01', '4210', 'Arrangemangskostnad', 'FNU2', '', 'FaradTejp', '', '39,9', '']",566,83139,0741326839,Företagskonto,SEK,2023-02-01,2023-02-01,2023-02-01,FaradTejp,Överföring via internet,-39.90,44124.28
"['A81', '2023-02-01', '2023-02-01', '1941', 'Bank F', '', '', 'Skï¿½pLï¿½s', '', '', '1996']","['A81', '2023-02-01', '2023-02-01', '4321', 'Inkï¿½p varor', 'PRY1', '', 'Skï¿½pLï¿½s', '', '1996', '']",567,83139,0741326839,Företagskonto,SEK,2023-02-01,2023-02-01,2023-02-01,SkåpLås,Överföring via internet,-1996.00,44164.18
"['A82', '2023-02-01', '2023-02-01', '1941', 'Bank F', '', '', 'FaradMat', '', '', '5101,5']","['A82', '2023-02-01', '2023-02-01', '4210', 'Arrangemangskostnad', 'FNU2', '', 'FaradMat', '', '5101,5', '']",558,83139,0741326839,Företagskonto,SEK,2023-02-01,2023-02-01,2023-02-01,FaradMat,Överföring via internet,-5101.50,32682.74
"['A102', '2023-02-03', '2023-02-03', '1941', 'Bank F', '', '', 'Lunchfï¿½relï¿½sningFARAD', '', '', '119']","['A102', '2023-02-03', '2023-02-03', '4210', 'Arrangemangskostnad', 'FNU2', '', 'Lunchfï¿½relï¿½sningFARAD', '', '119', '']",550,83139,0741326839,Företagskonto,SEK,2023-02-03,2023-02-03,2023-02-03,Lunchföreläsning,Överföring via internet,-119.00,15111.75
"['A103', '2023-02-03', '2023-02-03', '1941', 'Bank F', '', '', 'MattejpFARAD', '', '', '1791']","['A103', '2023-02-03', '2023-02-03', '4210', 'Arrangemangskostnad', 'FNU2', '', 'MattejpFARAD', '', '1791', '']",548,83139,0741326839,Företagskonto,SEK,2023-02-03,2023-02-03,2023-02-03,MattejpFARAD,Överföring via internet,-1791.00,13235.75
"['A104', '2023-02-03', '2023-02-03', '1941', 'Bank F', '', '', 'UtbildningFNU', '', '', '500']","['A104', '2023-02-03', '2023-02-03', '4210', 'Arrangemangskostnad', 'FNU1', '', 'UtbildningFNU', '', '500', '']",547,83139,0741326839,Företagskonto,SEK,2023-02-03,2023-02-03,2023-02-03,UtbildningFNU,Överföring via internet,-500.00,12735.75
"['A105', '2023-02-03', '2023-02-03', '1941', 'Bank F', '', '', 'Bokfï¿½ringsmat', '', '', '85']","['A105', '2023-02-03', '2023-02-03', '7691', 'Fika', 'ADM2', '', 'Bokfï¿½ringsmat', '', '85', '']",549,83139,0741326839,Företagskonto,SEK,2023-02-03,2023-02-03,2023-02-03,Bokföringsmat,Överföring via internet,-85.00,15026.75
"['A118', '2023-02-07', '2023-02-07', '1941', 'Bank F', '', '', 'Bilreperation', '', '', '6289']","['A118', '2023-02-07', '2023-02-07', '5510', 'Reparation och underhï¿½ll', 'PRY2', '', 'Bilreperation', '', '6289', '']",543,83139,0741326839,Företagskonto,SEK,2023-02-07,2023-02-07,2023-02-07,Bilreperation,Bg-bet. via internet,-6289.00,17309.48
"['A121', '2023-02-07', '2023-02-07', '1944', 'Bank projekt', '', '', 'Internï¿½vfï¿½ring', '', '', '21152,73']","['A121', '2023-02-07', '2023-02-07', '1941', 'Bank F', '', '', 'Internï¿½vfï¿½ring', '', '21152,73', '']",545,83139,0741326839,Företagskonto,SEK,2023-02-07,2023-02-07,2023-02-07,InternÖvf,Överföring via internet,21152.73,34478.48
